country,Year,population_total,income_per_person_gdppercapita_ppp_inflation_adjusted (1),energy_use_per_person (1)
Malaysia,1992,19.5M,12.5k,1650
Malaysia,1993,20M,13.3k,1600
Malaysia,1994,20.5M,14.3k,1690
Malaysia,1995,21M,15.3k,1820
Malaysia,1996,21.6M,16k,2060
Malaysia,1997,22.1M,14.4k,1910
Malaysia,1998,22.7M,15k,1890
Malaysia,1999,23.2M,15.9k,2110
Malaysia,2000,23.7M,15.7k,2150
Malaysia,2001,24.2M,16.2k,2170
Malaysia,2002,24.7M,16.8k,2280
Malaysia,2003,25.2M,17.5k,2410
Malaysia,2004,25.7M,18.1k,2560
Malaysia,2005,26.2M,18.8k,2520
Malaysia,2006,26.7M,19.5k,2710
Malaysia,2007,27.2M,20.1k,2780
Malaysia,2008,27.7M,19.4k,2590
Malaysia,2009,28.2M,20.5k,2600
Malaysia,2010,28.7M,21.3k,2670
Nigeria,1970,57.3M,2180,579
Nigeria,1971,58.7M,2190,585
Nigeria,1972,60.1M,2310,597
Nigeria,1973,61.7M,2510,600
Nigeria,1974,63.4M,2360,608
Nigeria,1975,65.2M,2540,622
Nigeria,1976,67.2M,2550,636
Nigeria,1977,69.3M,2330,646
Nigeria,1978,71.4M,2420,653
Nigeria,1979,73.4M,2390,665
Nigeria,1980,75.4M,2130,677
Nigeria,1981,77.4M,2050,692
Nigeria,1982,79.4M,1880,694
Nigeria,1983,81.4M,1760,678
Nigeria,1984,83.6M,1860,683
Nigeria,1985,85.8M,1850,672
Nigeria,1986,88M,1790,677
Nigeria,1987,90.4M,1920,679
Nigeria,1988,92.8M,1990,685
Nigeria,1989,95.2M,2040,698
Nigeria,1990,97.7M,2020,713
Nigeria,1991,100M,2060,722
Nigeria,1992,103M,2090,716
Nigeria,1993,105M,2090,681
Nigeria,1994,108M,2130,683
Nigeria,1995,111M,2210,694
Nigeria,1996,113M,2270,700
Nigeria,1997,116M,2330,688
Nigeria,1998,119M,2340,695
Nigeria,1999,122M,2470,704
Nigeria,2000,125M,2740,720
Nigeria,2001,129M,3230,725
Nigeria,2002,132M,3530,747
Nigeria,2003,135M,3850,749
Nigeria,2004,139M,4000,758
Nigeria,2005,143M,4130,745
Nigeria,2006,146M,4290,751
Nigeria,2007,150M,4460,753
Nigeria,2008,154M,4690,722
Nigeria,2009,159M,4930,756
Nigeria,2010,163M,5060,779
Nicaragua,1970,2.48M,5810,491
Nicaragua,1971,2.56M,5880,486
Nicaragua,1972,2.64M,6050,511
Nicaragua,1973,2.72M,6670,520
Nicaragua,1974,2.81M,6660,525
Nicaragua,1975,2.89M,6840,546
Nicaragua,1976,2.99M,7100,583
Nicaragua,1977,3.08M,6510,546
Nicaragua,1978,3.17M,4690,447
Nicaragua,1979,3.27M,4740,470
Nicaragua,1980,3.36M,4870,469
Nicaragua,1981,3.46M,4750,467
Nicaragua,1982,3.55M,4900,473
Nicaragua,1983,3.64M,4750,507
Nicaragua,1984,3.73M,4500,517
Nicaragua,1985,3.82M,4400,505
Nicaragua,1986,3.91M,4300,499
Nicaragua,1987,4M,3710,462
Nicaragua,1988,4.08M,3580,484
Nicaragua,1989,4.17M,3450,484
Nicaragua,1990,4.27M,3370,502
Nicaragua,1991,4.36M,3310,506
Nicaragua,1992,4.46M,3220,487
Nicaragua,1993,4.56M,3260,482
Nicaragua,1994,4.65M,3390,486
Nicaragua,1995,4.74M,3530,485
Nicaragua,1996,4.83M,3610,499
Nicaragua,1997,4.91M,3680,493
Nicaragua,1998,4.99M,3870,492
Nicaragua,1999,5.07M,3970,496
Nicaragua,2000,5.15M,4030,493
Nicaragua,2001,5.22M,4000,504
Nicaragua,2002,5.29M,4040,509
Nicaragua,2003,5.36M,4200,525
Nicaragua,2004,5.44M,4320,526
Nicaragua,2005,5.51M,4440,514
Nicaragua,2006,5.59M,4600,516
Nicaragua,2007,5.67M,4690,514
Nicaragua,2008,5.75M,4480,510
Nicaragua,2009,5.82M,4610,508
Nicaragua,2010,5.9M,4840,518
Netherlands,1970,13.1M,23.9k,3860
Netherlands,1971,13.3M,24.5k,4380
Netherlands,1972,13.4M,25.6k,4610
Netherlands,1973,13.6M,26.5k,4500
Netherlands,1974,13.7M,26.4k,4320
Netherlands,1975,13.8M,27.6k,4740
Netherlands,1976,13.9M,28.3k,4560
Netherlands,1977,14M,28.9k,4660
Netherlands,1978,14.1M,29.5k,4870
Netherlands,1979,14.1M,29.8k,4550
Netherlands,1980,14.2M,29.5k,4270
Netherlands,1981,14.3M,29.2k,3790
Netherlands,1982,14.4M,29.7k,3940
Netherlands,1983,14.4M,30.7k,4150
Netherlands,1984,14.5M,31.7k,4180
Netherlands,1985,14.6M,32.5k,4320
Netherlands,1986,14.7M,32.9k,4390
Netherlands,1987,14.8M,33.7k,4320
Netherlands,1988,14.9M,35.2k,4320
Netherlands,1989,15M,36.6k,4390
Netherlands,1990,15.1M,37.2k,4600
Netherlands,1991,15.2M,37.5k,4500
Netherlands,1992,15.3M,37.7k,4510
Netherlands,1993,15.4M,38.6k,4510
Netherlands,1994,15.5M,39.6k,4780
Netherlands,1995,15.6M,40.8k,5010
Netherlands,1996,15.7M,42.4k,4840
Netherlands,1997,15.7M,44.1k,4840
Netherlands,1998,15.8M,46k,4730
Netherlands,1999,15.9M,47.6k,4740
Netherlands,2000,16M,48.3k,4840
Netherlands,2001,16.1M,48.1k,4870
Netherlands,2002,16.2M,48k,5020
Netherlands,2003,16.3M,48.7k,5090
Netherlands,2004,16.4M,49.6k,4990
Netherlands,2005,16.4M,51.3k,4930
Netherlands,2006,16.5M,53.1k,4910
Netherlands,2007,16.6M,54k,4850
Netherlands,2008,16.6M,51.8k,4720
Netherlands,2009,16.7M,52.2k,5030
Netherlands,2010,16.7M,52.8k,4640
Norway,1970,3.91M,20.9k,3410
Norway,1971,3.93M,22k,3500
Norway,1972,3.96M,23k,3610
Norway,1973,3.99M,24k,3580
Norway,1974,4.01M,25.3k,3650
Norway,1975,4.03M,26.8k,3960
Norway,1976,4.04M,28.1k,4060
Norway,1977,4.06M,29.2k,4360
Norway,1978,4.07M,30.6k,4470
Norway,1979,4.09M,32.2k,4490
Norway,1980,4.1M,32.6k,4410
Norway,1981,4.11M,32.8k,4260
Norway,1982,4.12M,34.1k,4430
Norway,1983,4.14M,36.3k,4670
Norway,1984,4.15M,38.3k,4820
Norway,1985,4.17M,39.8k,5020
Norway,1986,4.19M,40.8k,5050
Norway,1987,4.21M,40.8k,4820
Norway,1988,4.23M,41.3k,4980
Norway,1989,4.25M,42.3k,4970
Norway,1990,4.27M,43.4k,5110
Norway,1991,4.29M,44.7k,5160
Norway,1992,4.32M,45.7k,5460
Norway,1993,4.34M,47.7k,5320
Norway,1994,4.37M,49.4k,5390
Norway,1995,4.39M,51.6k,5200
Norway,1996,4.42M,54.1k,5480
Norway,1997,4.45M,55.2k,5680
Norway,1998,4.47M,55.9k,5910
Norway,1999,4.5M,57.3k,5830
Norway,2000,4.52M,58.2k,5950
Norway,2001,4.55M,58.7k,5500
Norway,2002,4.57M,58.9k,5930
Norway,2003,4.6M,60.9k,5770
Norway,2004,4.63M,62.1k,5800
Norway,2005,4.67M,63k,5830
Norway,2006,4.72M,64.3k,5860
Norway,2007,4.77M,63.8k,6750
Norway,2008,4.83M,61.9k,6480
Norway,2009,4.89M,61.5k,6930
Norway,2010,4.95M,61.4k,5650
Nepal,1970,12.3M,1150,297
Nepal,1971,12.6M,1160,299
Nepal,1972,12.9M,1130,301
Nepal,1973,13.1M,1170,301
Nepal,1974,13.4M,1160,300
Nepal,1975,13.7M,1190,299
Nepal,1976,14M,1200,300
Nepal,1977,14.3M,1220,299
Nepal,1978,14.7M,1220,303
Nepal,1979,15M,1160,304
Nepal,1980,15.4M,1230,302
Nepal,1981,15.7M,1240,303
Nepal,1982,16.1M,1170,306
Nepal,1983,16.5M,1250,306
Nepal,1984,16.9M,1300,302
Nepal,1985,17.2M,1320,305
Nepal,1986,17.6M,1300,304
Nepal,1987,18M,1370,305
Nepal,1988,18.4M,1390,302
Nepal,1989,18.9M,1410,306
Nepal,1990,19.4M,1460,308
Nepal,1991,19.9M,1480,307
Nepal,1992,20.5M,1500,307
Nepal,1993,21M,1580,309
Nepal,1994,21.6M,1590,311
Nepal,1995,22.1M,1640,311
Nepal,1996,22.6M,1680,314
Nepal,1997,23.1M,1700,316
Nepal,1998,23.5M,1740,327
Nepal,1999,23.9M,1810,339
Nepal,2000,24.3M,1870,344
Nepal,2001,24.7M,1840,342
Nepal,2002,25.1M,1890,347
Nepal,2003,25.4M,1950,347
Nepal,2004,25.7M,1990,355
Nepal,2005,26.1M,2030,350
Nepal,2006,26.4M,2080,353
Nepal,2007,26.7M,2180,361
Nepal,2008,26.9M,2260,369
Nepal,2009,27M,2360,378
Nepal,2010,27M,2430,391
New Zealand,1970,2.87M,22.2k,2390
New Zealand,1971,2.93M,22.8k,2620
New Zealand,1972,2.99M,24k,2660
New Zealand,1973,3.04M,24.9k,2880
New Zealand,1974,3.08M,24.3k,2770
New Zealand,1975,3.11M,24.7k,2930
New Zealand,1976,3.12M,23.5k,3060
New Zealand,1977,3.13M,23.7k,3030
New Zealand,1978,3.14M,24.3k,2830
New Zealand,1979,3.15M,24.5k,2890
New Zealand,1980,3.16M,25.6k,2850
New Zealand,1981,3.19M,25.9k,3010
New Zealand,1982,3.22M,26.4k,3080
New Zealand,1983,3.24M,27.5k,3250
New Zealand,1984,3.27M,27.6k,3450
New Zealand,1985,3.29M,28.1k,3460
New Zealand,1986,3.31M,28.2k,3450
New Zealand,1987,3.33M,28.2k,3610
New Zealand,1988,3.36M,28.4k,3850
New Zealand,1989,3.4M,28.1k,3850
New Zealand,1990,3.45M,26.5k,3760
New Zealand,1991,3.5M,26.5k,3810
New Zealand,1992,3.56M,27.9k,3970
New Zealand,1993,3.62M,28.9k,4060
New Zealand,1994,3.67M,29.9k,4050
New Zealand,1995,3.72M,30.5k,4130
New Zealand,1996,3.75M,30.7k,4260
New Zealand,1997,3.78M,30.7k,4160
New Zealand,1998,3.82M,32.2k,4310
New Zealand,1999,3.86M,32.9k,4430
New Zealand,2000,3.91M,33.8k,4410
New Zealand,2001,3.96M,34.8k,4340
New Zealand,2002,4.02M,35.7k,4200
New Zealand,2003,4.08M,36.6k,4240
New Zealand,2004,4.14M,37.4k,4100
New Zealand,2005,4.19M,38k,4050
New Zealand,2006,4.23M,38.8k,4050
New Zealand,2007,4.28M,38k,4080
New Zealand,2008,4.32M,37.6k,4070
New Zealand,2009,4.37M,37.8k,4230
New Zealand,2010,4.42M,38.4k,4180
Oman,1970,749k,9900,113
Oman,1971,776k,10.8k,112
Oman,1972,807k,9230,120
Oman,1973,842k,10.2k,177
Oman,1974,882k,12.7k,271
Oman,1975,927k,14k,407
Oman,1976,978k,13.7k,762
Oman,1977,1.03M,13k,538
Oman,1978,1.09M,13.2k,772
Oman,1979,1.15M,13.6k,997
Oman,1980,1.22M,15.5k,803
Oman,1981,1.29M,16.8k,1150
Oman,1982,1.36M,19.1k,1000
Oman,1983,1.43M,21.8k,1570
Oman,1984,1.5M,24.4k,1410
Oman,1985,1.56M,24.5k,1270
Oman,1986,1.62M,26k,1410
Oman,1987,1.68M,26.3k,1320
Oman,1988,1.74M,27k,1470
Oman,1989,1.81M,26.6k,2330
Oman,1990,1.89M,27k,3080
Oman,1991,1.98M,27.9k,2750
Oman,1992,2.07M,28.3k,2860
Oman,1993,2.15M,28.4k,2810
Oman,1994,2.2M,29k,2770
Oman,1995,2.24M,29.5k,2800
Oman,1996,2.25M,31.1k,3000
Oman,1997,2.25M,31.9k,3020
Oman,1998,2.25M,31.9k,3120
Oman,1999,2.27M,33.8k,3340
Oman,2000,2.29M,34.9k,3350
Oman,2001,2.33M,34k,3460
Oman,2002,2.39M,32.4k,3600
Oman,2003,2.45M,32k,3600
Oman,2004,2.51M,31.9k,3940
Oman,2005,2.58M,32.7k,5980
Oman,2006,2.66M,33.2k,6660
Oman,2007,2.75M,34.7k,5690
Oman,2008,2.88M,35.2k,5500
Oman,2009,3.04M,33.9k,6150
Oman,2010,3.25M,32.5k,6770
Pakistan,1970,59.7M,1710,285
Pakistan,1971,61.4M,1680,285
Pakistan,1972,63.1M,1750,291
Pakistan,1973,64.9M,1770,300
Pakistan,1974,66.8M,1800,305
Pakistan,1975,68.8M,1850,299
Pakistan,1976,71M,1880,303
Pakistan,1977,73.2M,1980,305
Pakistan,1978,75.6M,2000,313
Pakistan,1979,78.1M,2130,317
Pakistan,1980,80.7M,2220,329
Pakistan,1981,83.4M,2310,337
Pakistan,1982,86.3M,2390,344
Pakistan,1983,89.2M,2430,343
Pakistan,1984,92.2M,2570,350
Pakistan,1985,95.2M,2650,354
Pakistan,1986,98.3M,2720,376
Pakistan,1987,101M,2810,383
Pakistan,1988,105M,2870,393
Pakistan,1989,108M,2920,399
Pakistan,1990,111M,2980,397
Pakistan,1991,114M,3120,411
Pakistan,1992,117M,3090,421
Pakistan,1993,120M,3120,426
Pakistan,1994,124M,3180,433
Pakistan,1995,127M,3240,442
Pakistan,1996,131M,3180,441
Pakistan,1997,135M,3170,438
Pakistan,1998,139M,3200,450
Pakistan,1999,142M,3250,450
Pakistan,2000,146M,3280,446
Pakistan,2001,150M,3280,440
Pakistan,2002,153M,3390,450
Pakistan,2003,157M,3560,471
Pakistan,2004,160M,3710,477
Pakistan,2005,164M,3840,486
Pakistan,2006,168M,3930,500
Pakistan,2007,172M,3910,481
Pakistan,2008,176M,3930,477
Pakistan,2009,179M,3910,474
Pakistan,2010,183M,3930,467
Panama,1970,1.56M,7010,1060
Panama,1971,1.61M,7200,1160
Panama,1972,1.65M,7460,1230
Panama,1973,1.7M,7500,1180
Panama,1974,1.75M,7510,969
Panama,1975,1.79M,7510,935
Panama,1976,1.84M,7450,900
Panama,1977,1.88M,8110,860
Panama,1978,1.93M,8360,898
Panama,1979,1.98M,9510,714
Panama,1980,2.03M,10.2k,744
Panama,1981,2.07M,10.5k,796
Panama,1982,2.12M,10.2k,831
Panama,1983,2.17M,10.3k,744
Panama,1984,2.22M,10.7k,703
Panama,1985,2.27M,11.1k,699
Panama,1986,2.32M,11.3k,731
Panama,1987,2.37M,10k,666
Panama,1988,2.42M,10k,614
Panama,1989,2.47M,10.7k,603
Panama,1990,2.52M,11.5k,641
Panama,1991,2.58M,12.2k,715
Panama,1992,2.63M,12.6k,711
Panama,1993,2.68M,12.7k,733
Panama,1994,2.74M,12.6k,729
Panama,1995,2.8M,12.9k,763
Panama,1996,2.85M,13.4k,777
Panama,1997,2.91M,14.1k,883
Panama,1998,2.97M,14.4k,854
Panama,1999,3.03M,14.5k,848
Panama,2000,3.09M,14.3k,943
Panama,2001,3.15M,14.4k,840
Panama,2002,3.21M,14.7k,826
Panama,2003,3.27M,15.5k,799
Panama,2004,3.33M,16.3k,875
Panama,2005,3.39M,17.4k,918
Panama,2006,3.45M,19.1k,883
Panama,2007,3.52M,20.6k,869
Panama,2008,3.58M,20.5k,942
Panama,2009,3.64M,21.3k,991
Panama,2010,3.71M,23.4k,1060
Peru,1970,13.8M,7050,660
Peru,1971,14.2M,7070,642
Peru,1972,14.6M,7220,651
Peru,1973,15M,7380,670
Peru,1974,15.4M,7740,671
Peru,1975,15.8M,7630,664
Peru,1976,16.3M,7410,670
Peru,1977,16.7M,7210,634
Peru,1978,17.1M,7430,616
Peru,1979,17.5M,7560,642
Peru,1980,18M,7690,630
Peru,1981,18.4M,7510,626
Peru,1982,18.9M,6350,562
Peru,1983,19.3M,6480,562
Peru,1984,19.8M,6450,535
Peru,1985,20.2M,6930,533
Peru,1986,20.7M,7350,535
Peru,1987,21.2M,6590,514
Peru,1988,21.6M,5660,465
Peru,1989,22.1M,5250,441
Peru,1990,22.5M,5260,424
Peru,1991,23M,5130,404
Peru,1992,23.4M,5300,424
Peru,1993,23.9M,5840,431
Peru,1994,24.3M,6150,452
Peru,1995,24.8M,6210,456
Peru,1996,25.2M,6490,434
Peru,1997,25.7M,6350,448
Peru,1998,26.1M,6350,470
Peru,1999,26.5M,6420,462
Peru,2000,26.8M,6380,440
Peru,2001,27.1M,6650,438
Peru,2002,27.4M,6860,425
Peru,2003,27.6M,7140,466
Peru,2004,27.9M,7520,490
Peru,2005,28.1M,8020,471
Peru,2006,28.3M,8630,506
Peru,2007,28.6M,9340,526
Peru,2008,28.8M,9370,547
Peru,2009,29M,10.1k,643
Peru,2010,29.3M,10.6k,649
Philippines,1970,36.8M,3380,416
Philippines,1971,37.9M,3470,407
Philippines,1972,39M,3680,440
Philippines,1973,40.1M,3710,429
Philippines,1974,41.3M,3820,442
Philippines,1975,42.4M,4050,451
Philippines,1976,43.6M,4170,457
Philippines,1977,44.8M,4270,452
Philippines,1978,46.1M,4400,466
Philippines,1979,47.4M,4500,473
Philippines,1980,48.7M,4550,463
Philippines,1981,50M,4600,462
Philippines,1982,51.4M,4580,489
Philippines,1983,52.8M,4150,428
Philippines,1984,54.3M,3760,438
Philippines,1985,55.8M,3800,426
Philippines,1986,57.3M,3870,434
Philippines,1987,58.8M,4040,447
Philippines,1988,60.3M,4200,458
Philippines,1989,61.9M,4230,464
Philippines,1990,63.5M,4100,452
Philippines,1991,65M,4020,461
Philippines,1992,66.6M,4010,450
Philippines,1993,68.2M,4090,471
Philippines,1994,69.8M,4180,482
Philippines,1995,71.4M,4320,487
Philippines,1996,73M,4450,501
Philippines,1997,74.7M,4320,504
Philippines,1998,76.3M,4360,506
Philippines,1999,78M,4450,513
Philippines,2000,79.7M,4490,481
Philippines,2001,81.4M,4560,477
Philippines,2002,83.1M,4700,469
Philippines,2003,84.7M,4910,458
Philippines,2004,86.3M,5050,450
Philippines,2005,87.9M,5230,439
Philippines,2006,89.4M,5480,432
Philippines,2007,90.9M,5620,441
Philippines,2008,92.4M,5610,413
Philippines,2009,94M,5920,430
Philippines,2010,95.6M,6040,426
Poland,1970,32.9M,9300,2630
Poland,1971,33.1M,9960,2690
Poland,1972,33.4M,10.7k,2780
Poland,1973,33.7M,11.3k,2880
Poland,1974,34M,11.8k,3030
Poland,1975,34.3M,12k,3160
Poland,1976,34.6M,12.2k,3250
Poland,1977,34.9M,12.6k,3490
Poland,1978,35.2M,12.3k,3570
Poland,1979,35.5M,12k,3560
Poland,1980,35.9M,11.3k,3250
Poland,1981,36.2M,11.2k,3410
Poland,1982,36.6M,11.7k,3350
Poland,1983,36.9M,12.1k,3210
Poland,1984,37.1M,12.2k,3350
Poland,1985,37.4M,12.6k,3460
Poland,1986,37.5M,12.4k,3540
Poland,1987,37.7M,12.7k,3500
Poland,1988,37.8M,12.5k,3260
Poland,1989,38M,11.4k,2710
Poland,1990,38.1M,10.5k,2640
Poland,1991,38.2M,10.7k,2570
Poland,1992,38.3M,11.1k,2620
Poland,1993,38.4M,11.7k,2500
Poland,1994,38.5M,12.5k,2580
Poland,1995,38.5M,13.3k,2680
Poland,1996,38.5M,14.1k,2640
Poland,1997,38.6M,14.7k,2460
Poland,1998,38.6M,15.4k,2400
Poland,1999,38.6M,16.3k,2320
Poland,2000,38.5M,16.5k,2340
Poland,2001,38.5M,16.9k,2310
Poland,2002,38.4M,17.5k,2380
Poland,2003,38.4M,18.3k,2380
Poland,2004,38.4M,19k,2410
Poland,2005,38.4M,20.2k,2540
Poland,2006,38.4M,21.6k,2530
Poland,2007,38.4M,22.5k,2560
Poland,2008,38.4M,23.1k,2470
Poland,2009,38.3M,24.1k,2640
Poland,2010,38.3M,25.2k,2650
North Korea,1970,14.8M,1710,1310
North Korea,1971,15.2M,1830,1330
North Korea,1972,15.6M,1970,1320
North Korea,1973,16M,2120,1350
North Korea,1974,16.3M,2300,1370
North Korea,1975,16.6M,2350,1430
North Korea,1976,16.8M,2410,1480
North Korea,1977,17M,2470,1570
North Korea,1978,17.2M,2530,1660
North Korea,1979,17.5M,2590,1740
North Korea,1980,17.7M,2640,1760
North Korea,1981,18M,2700,1810
North Korea,1982,18.3M,2750,1850
North Korea,1983,18.6M,2810,1860
North Korea,1984,18.9M,2870,1910
North Korea,1985,19.2M,2850,1850
North Korea,1986,19.4M,2840,1760
North Korea,1987,19.7M,2830,1760
North Korea,1988,20M,2830,1730
North Korea,1989,20.3M,2830,1640
North Korea,1990,20.6M,2660,1540
North Korea,1991,20.9M,2440,1320
North Korea,1992,21.3M,2300,1200
North Korea,1993,21.6M,2220,1080
North Korea,1994,21.9M,2090,1010
North Korea,1995,22.1M,1990,874
North Korea,1996,22.3M,1850,824
North Korea,1997,22.5M,1820,763
North Korea,1998,22.7M,1920,810
North Korea,1999,22.9M,1910,860
North Korea,2000,23.1M,1960,881
North Korea,2001,23.3M,1970,838
North Korea,2002,23.5M,1990,851
North Korea,2003,23.7M,2020,864
North Korea,2004,23.9M,2080,893
North Korea,2005,24.1M,2050,896
North Korea,2006,24.2M,2010,757
North Korea,2007,24.3M,2060,830
North Korea,2008,24.4M,2040,815
North Korea,2009,24.5M,2010,770
North Korea,2010,24.7M,2020,567
Portugal,1970,8.7M,11.5k,726
Portugal,1971,8.79M,12.5k,745
Portugal,1972,8.91M,14k,799
Portugal,1973,9.04M,14.1k,824
Portugal,1974,9.17M,13.1k,845
Portugal,1975,9.3M,13.8k,872
Portugal,1976,9.43M,14.6k,845
Portugal,1977,9.55M,15k,917
Portugal,1978,9.66M,15.9k,998
Portugal,1979,9.75M,16.6k,1020
Portugal,1980,9.82M,16.9k,1010
Portugal,1981,9.87M,17.3k,1120
Portugal,1982,9.9M,17.3k,1120
Portugal,1983,9.92M,17.1k,1120
Portugal,1984,9.93M,17.6k,1090
Portugal,1985,9.93M,18.5k,1210
Portugal,1986,9.91M,19.7k,1240
Portugal,1987,9.9M,21.3k,1300
Portugal,1988,9.89M,22.5k,1580
Portugal,1989,9.9M,23.6k,1680
Portugal,1990,9.92M,24.7k,1700
Portugal,1991,9.95M,25k,1810
Portugal,1992,10M,24.5k,1790
Portugal,1993,10M,24.6k,1830
Portugal,1994,10.1M,25.6k,2010
Portugal,1995,10.1M,26.4k,1990
Portugal,1996,10.2M,27.4k,2080
Portugal,1997,10.2M,28.6k,2240
Portugal,1998,10.3M,29.6k,2390
Portugal,1999,10.3M,30.5k,2390
Portugal,2000,10.3M,30.9k,2390
Portugal,2001,10.4M,30.9k,2480
Portugal,2002,10.4M,30.5k,2400
Portugal,2003,10.5M,31k,2460
Portugal,2004,10.5M,31.2k,2520
Portugal,2005,10.5M,31.6k,2390
Portugal,2006,10.6M,32.4k,2400
Portugal,2007,10.6M,32.4k,2340
Portugal,2008,10.6M,31.4k,2300
Portugal,2009,10.6M,31.9k,2220
Portugal,2010,10.6M,31.4k,2160
Paraguay,1970,2.54M,3840,540
Paraguay,1971,2.6M,4040,541
Paraguay,1972,2.66M,4270,571
Paraguay,1973,2.72M,4550,553
Paraguay,1974,2.79M,4800,528
Paraguay,1975,2.86M,5080,548
Paraguay,1976,2.94M,5590,580
Paraguay,1977,3.01M,6160,631
Paraguay,1978,3.1M,6800,623
Paraguay,1979,3.18M,7480,655
Paraguay,1980,3.27M,8020,636
Paraguay,1981,3.37M,7820,630
Paraguay,1982,3.47M,7460,626
Paraguay,1983,3.57M,7550,619
Paraguay,1984,3.68M,7700,614
Paraguay,1985,3.78M,7560,622
Paraguay,1986,3.89M,7740,698
Paraguay,1987,4M,8080,726
Paraguay,1988,4.11M,8380,769
Paraguay,1989,4.22M,8470,728
Paraguay,1990,4.33M,8550,732
Paraguay,1991,4.45M,8470,711
Paraguay,1992,4.56M,8680,720
Paraguay,1993,4.67M,8920,768
Paraguay,1994,4.78M,9310,822
Paraguay,1995,4.89M,9240,822
Paraguay,1996,5M,9420,874
Paraguay,1997,5.11M,9230,844
Paraguay,1998,5.22M,8910,789
Paraguay,1999,5.32M,8530,723
Paraguay,2000,5.43M,8290,722
Paraguay,2001,5.53M,8140,702
Paraguay,2002,5.63M,8340,704
Paraguay,2003,5.73M,8530,699
Paraguay,2004,5.82M,8570,680
Paraguay,2005,5.91M,8850,690
Paraguay,2006,6M,9190,705
Paraguay,2007,6.08M,9640,729
Paraguay,2008,6.16M,9490,728
Paraguay,2009,6.25M,10.4k,769
Paraguay,2010,6.33M,10.7k,770
Qatar,1970,119k,154k,7750
Qatar,1971,131k,155k,7800
Qatar,1972,142k,157k,10.1k
Qatar,1973,154k,153k,8010
Qatar,1974,164k,150k,12.4k
Qatar,1975,174k,153k,8800
Qatar,1976,182k,134k,9520
Qatar,1977,192k,137k,8450
Qatar,1978,205k,134k,13.7k
Qatar,1979,224k,121k,14.8k
Qatar,1980,248k,109k,16.7k
Qatar,1981,277k,90.5k,17.3k
Qatar,1982,309k,79.1k,16.1k
Qatar,1983,341k,74.5k,16.5k
Qatar,1984,371k,66.6k,15.2k
Qatar,1985,398k,64.9k,15.1k
Qatar,1986,422k,60.7k,14.7k
Qatar,1987,444k,60.7k,14.6k
Qatar,1988,462k,61.5k,14.4k
Qatar,1989,476k,61.2k,13.7k
Qatar,1990,487k,58.3k,14.8k
Qatar,1991,495k,63.4k,15.2k
Qatar,1992,501k,61.3k,15.6k
Qatar,1993,507k,61k,15.5k
Qatar,1994,513k,61.2k,15.9k
Qatar,1995,523k,62.3k,16.5k
Qatar,1996,535k,78.4k,19k
Qatar,1997,552k,83.9k,19.3k
Qatar,1998,570k,83.9k,19.8k
Qatar,1999,592k,86.6k,18.4k
Qatar,2000,615k,86.6k,19.6k
Qatar,2001,641k,89.1k,21.3k
Qatar,2002,682k,86.9k,20.7k
Qatar,2003,753k,93.7k,22.1k
Qatar,2004,865k,87.7k,19.3k
Qatar,2005,1.02M,93.7k,19.2k
Qatar,2006,1.22M,92.8k,18.2k
Qatar,2007,1.44M,92.6k,15.8k
Qatar,2008,1.65M,90k,14.6k
Qatar,2009,1.86M,95.9k,14.9k
Qatar,2010,2.04M,99.1k,15.4k
Romania,1970,20.8M,5550,2060
Romania,1971,21M,6360,2130
Romania,1972,21.2M,7280,2300
Romania,1973,21.5M,7450,2290
Romania,1974,21.7M,7720,2430
Romania,1975,21.9M,8700,2590
Romania,1976,22.1M,9340,2740
Romania,1977,22.3M,10.3k,2920
Romania,1978,22.5M,10.6k,2880
Romania,1979,22.6M,10.8k,2940
Romania,1980,22.7M,11k,2900
Romania,1981,22.8M,11.6k,2880
Romania,1982,22.9M,12.5k,2890
Romania,1983,23M,13.5k,2860
Romania,1984,23.1M,13.6k,2860
Romania,1985,23.2M,14.2k,2920
Romania,1986,23.3M,14.5k,3030
Romania,1987,23.4M,14.6k,3030
Romania,1988,23.5M,13.9k,2990
Romania,1989,23.5M,13.3k,2680
Romania,1990,23.5M,11.7k,2230
Romania,1991,23.4M,10.8k,2050
Romania,1992,23.3M,11k,2000
Romania,1993,23.1M,11.4k,1890
Romania,1994,23M,12.2k,2050
Romania,1995,22.8M,12.7k,2110
Romania,1996,22.6M,12.1k,1990
Romania,1997,22.5M,11.9k,1820
Romania,1998,22.3M,11.8k,1610
Romania,1999,22.1M,12.1k,1610
Romania,2000,22M,13k,1660
Romania,2001,21.9M,14k,1760
Romania,2002,21.7M,14.4k,1830
Romania,2003,21.6M,16k,1800
Romania,2004,21.4M,16.8k,1810
Romania,2005,21.2M,18.3k,1880
Romania,2006,21M,19.9k,1900
Romania,2007,20.8M,22.1k,1930
Romania,2008,20.6M,21.1k,1710
Romania,2009,20.5M,20.4k,1730
Romania,2010,20.3M,20.9k,1780
Saudi Arabia,1970,6.1M,15.5k,1210
Saudi Arabia,1971,6.39M,17.4k,978
Saudi Arabia,1972,6.71M,20.2k,1080
Saudi Arabia,1973,7.05M,22.6k,1150
Saudi Arabia,1974,7.42M,21.6k,1180
Saudi Arabia,1975,7.8M,22.2k,1300
Saudi Arabia,1976,8.21M,24k,1380
